itemID	Tongan Word	Dictionary Page	Number of Letters	Number of Phonemes	Number of Moras	Part of Speech	Meaning in English
1114	hangatonu	106	9	8	4	adjective/adverb/verb	straight, straight along, directly; in a straight line; level, on a level; to go straight, to face directly, or concern directly
1115	hangē	106	5	5	3	verb	to be like, to resemble, or to be according to or in conformity with; to be as if, to seem that
1116	hano	106	4	4	2	pronoun	his, her, its
1117	hanu	106	4	4	2	verb	to complain, to express dissatisfaction
1118	ha'o	106	4	4	2	pronoun	your (singular)
1119	haohaoa	106	7	7	5	adverb	perfectly; absolutely good; thoroughly
1120	ha'a	107	4	4	2	noun	people, race, tribe; person having the rank or status of; descendants of (kings, nobles)
1121	ha'aki	107	6	6	3	verb	to throw down with violence; to put down with force, to plank down; to bang or slam (a door)
1122	ha'alo	107	6	6	3	verb	to make clean and smooth by scraping tutu (inner bark or mulberry tree, used in making tapa cloth)
1123	ha'ama	107	6	6	3	pronoun	our (dual)
1124	ha'amo	107	6	6	3	pronoun	your (dual)
1125	Ha'amonga	107	9	8	4	noun	the famous prehistoric triathlon between Kolonga and Niutoua (on Tongatapu)
1126	ha'amoutolu	107	11	11	6	pronoun	your, yours (plural)
1127	ha'ana	107	6	6	3	pronoun	their (dual)
1128	ha'anaua	107	8	8	5	pronoun	their, theirs (dual)
1129	ha'anautolu	107	11	11	6	pronoun	theirs (plural)
1130	ha'ane	107	6	6	3	pronoun	his, her, its
1131	ha'amoua	107	8	8	5	pronoun	your, yours (dual)
1132	ha'aku	107	6	6	3	pronoun	my
1133	ha'amau	107	7	7	4	pronoun	our (plural)
1134	ha'amo	107	6	6	3	verb	to carry on a stick over the shoulder
1135	Ha'amoa	107	7	7	4	noun	Samoa
1136	ha'amonga	107	9	8	4	noun	load or burden carried on a shoulder-stick
1137	ha'amou	107	7	7	4	pronoun	your (plural)
1138	Ha'apai	107	7	7	4	noun	the central group of the three main island groups of Tonga
1139	ha'ape	107	6	6	3	noun	harp
1140	ha'ata	107	6	6	3	noun	our (dual)
1141	ha'ataua	107	8	8	5	pronoun	our, ours (dual)
1142	ha'atautolu	107	11	11	6	pronoun	ours (plural)
1143	ha'ate	107	6	6	3	pronoun	one’s, my
1144	ha'au	107	5	5	3	pronoun	your, yours (singular)
1145	hā'ele	107	6	7	4	verb	to go (regal for 'alu); to come (regal for ha'u)
1146	ha'i	107	4	4	2	noun	binding; bond, that which binds, or fetters; bracket or parenthesis
1147	ha'inga	107	7	6	3	noun	bundle, bunch (of things tied together)
1148	hapai	107	5	5	3	verb	to support or carry on the palms of the hands
1149	hapohapo	107	8	8	4	verb	to keep on throwing something up and catching it, or to play at throwing and catching
1150	hata	107	4	4	2	pronoun	our (dual)
1151	hau	107	3	3	2	noun	ear-ring, ear ornament; nose- ring, nose ornament
1152	haua	107	4	4	3	adjective/verb	continually wandering about as if more or less insane
1153	hauhau	107	6	6	4	adjective/verb	damp, moist
1154	hauhausia	107	9	9	6	verb	to be soft, or mildewed, through exposure to damp air
1155	have'i	107	6	6	3	verb	to break in pieces, to smash; to crush, mangle, or squash
1156	havehave	107	8	8	4	verb	to come to pieces, to be or become shattered, broken, smashed or crushed
1157	havili	107	6	6	3	noun	wind, strong breeze; draft
1158	havilivili	107	10	10	5	verb	to be breezy
1159	ha'o	108	4	4	2	pronoun	your (singular)
1160	haofanga	108	8	7	4	noun	ring or circle of people
1161	ha'u	108	4	4	2	verb	to come; begin to come, come away
1162	hē	108	2	3	2	verb	to stray, go astray; to err
1163	he'ete or 'ete	108	6	6	3	pronoun	one’s, my
1164	he'e	108	4	4	2	interjection	here you are!
1165	he'eku or 'eku	108	6	6	3	pronoun	my
1166	he'ema or 'ema	108	6	6	3	pronoun	our (dual)
1167	he'emau or 'emau	108	7	7	4	pronoun	our (plural)
1168	he'ena	108	6	6	3	pronoun	their (dual)
1169	he'enau or 'enau	108	7	7	4	pronoun	their (plural)
1170	he'ene or 'ene	108	6	6	3	pronoun	his, her, its
1171	he'eta or 'eta	108	6	6	3	pronoun	our (dual)
1172	he'etau or 'etau	108	7	7	4	pronoun	our (plural)
1173	hēhē'ia	108	7	9	6	verb	to talk in one’s sleep
1174	heheke	108	6	6	3	adjective/verb	very smooth and slippery
1175	hehengi	108	7	6	3	adjective/verb	wild, undomesticated -
1176	heilala	108	7	7	4	noun	flowering tree
1177	heka	108	4	4	2	verb	to sit on anything raised above the ground, to sit on a chair; to mount or go aboard, to ride in or on
1178	hekasi	108	6	6	3	verb	to crush or damage (or run the risk of doing so) by sitting or riding on; to ride for the first time, break in
1179	heke	108	4	4	2	adjective/verb	lame, crippled, not able to walk at all
1180	hekea	108	5	5	3	verb	to slip, slide (accidentally)
1181	hekeheke	108	8	8	4	adjective/verb	slippery
1182	hēkesi	108	6	7	4	noun	neck-tie
1183	hela	108	4	4	2	noun	tiredness; asthma
1184	hela'ia	108	7	7	4	verb	to be tired out, to feel exhausted
1185	hele	108	4	4	2	verb	to cut with a knife
1186	hele'uhila	108	10	10	5	noun	lantern pictures; moving pictures; magic lantern, projector |
1187	heletā	108	6	7	4	noun	sword
1188	heli	108	4	4	2	noun	hell
1189	helikopetā	108	10	11	6	noun	helicopter
1190	helu	108	4	4	2	noun	comb
1191	hema	108	4	4	2	adjective/verb	left side; left-handed person
1192	hena	108	4	4	2	adverb/pronoun	that, those; that place, or there, where you are or are looking
1193	hengihengi	108	10	8	4	noun	early morning
1194	heni	108	4	4	2	adverb/pronoun	this, these; this place; here
1195	Hepelū	108	6	7	4	adjective/noun	Hebrew
1196	Hētesi	108	6	7	4	noun	Hades
1197	hētolo	108	6	7	4	noun	hurdle; hurdle race
1198	heu	108	3	3	2	verb	to rake; to stir or poke; to stir or mix by stirring; to shuffle; to push out of the way, to shove away, or to ward off; to clean, clean out, remove dirt
1199	hēvani	108	6	7	4	noun	heaven
1200	hia	109	3	3	2	noun	offence, crime, wrong-doing
1201	hifi	109	4	4	2	verb	to cut, cut up, carve, pare, or slice; to cut up and string (beans); to trim the edges of (wood)
1202	hifo	109	4	4	2	verb	to go down, descend; to dismount, get down, get out (of a vehicle), alight; to get off, go ashore, disembark; to go down to the beach or into the water; to be deposed or dismissed from office
1203	hifo'anga	109	9	8	4	noun	place for going down or descending; place where a road, etc., slopes down; or cause or reason for going down
1204	hihi	109	4	4	2	verb	to scoop out, gouge out; (of clams) to open with a knife and detach the flesh hihifo: (adj) west, western
1205	hihifo	109	6	6	3	noun	west, direction in which the sun sets
1206	hihiloku	109	8	8	4	verb	to gouge out the flesh of a green coconut
1207	hika	109	4	4	2	adjective/verb	(of the hair) straight
1208	hiki	109	4	4	2	verb	to lift, raise; to move from one place or position to another, to transfer; to copy; to quote; to translate
1209	hiki-ha'aki	109	10	10	5	verb	to lift up and throw down with violence
1210	hikinima	109	8	8	4	verb	to raise one’s hand in voting
1211	hikinima'i	109	10	10	5	verb	to vote for, or vote on by raising the hand
1212	hiko	109	4	4	2	noun/verb	to juggle(or juggling)
1213	hiku	109	4	4	2	noun	tail (of fish or reptile); end (of a rope or string); tip (of a leaf); lower end
1214	hikumata	109	8	8	4	noun	outer corner of the eye
1215	hila	109	4	4	2	verb	to glance, to turn the eyes
1216	hili	109	4	4	2	verb	to put or lay or place on something
1217	hili'anga	109	9	8	4	noun	place or thing on which things are laid, shelf
1218	hilifaki	109	8	8	4	verb	to put or lay on place on top of something
1219	hilifaki-kalauni	109	15	15	8	noun	coronation
1220	hilifakinima	109	12	12	6	verb	to confirm or ordain
1221	himi	109	4	4	2	noun	hymn
1222	hina	109	4	4	2	noun	spider
1223	hinā	109	4	5	3	adjective/verb	grey or white (of the hair)
1224	hinehina	109	8	8	4	adjective/verb	white
1225	hingoa	109	6	5	3	noun	name
1226	hisitōlia	109	9	10	6	noun	history
1227	hiva	109	4	4	2	verb	to sing
1228	hiva kakala	109	10	10	5	noun	love song
1229	hiva ngūngū	109	10	10	6	verb	to hum
1230	hiva'i	109	6	6	3	verb	to sing or to proclaim in song
1231	hivangofulu	109	11	10	5	numeral	ninety (90)
1232	ho	109	2	2	1	pronoun	your (singular)
1233	hoa	109	3	3	2	noun	mate, partner, counterpart; spouse; pair
1234	hoha'a	110	6	6	3	verb	to worry, to be anxious or uneasy or troubled in mind; to make a fuss
1235	hoha'a'ia	110	9	9	5	verb	to be worried
1236	hōhō	110	4	6	4	verb	to breathe hard with the mouth open, to pant
1237	hohoko	110	6	6	3	verb	to be consecutive or successive, to be or occur or continue in unbroken succession
1238	hōifua	110	6	7	5	verb	to feel fresh and comfortable
1239	hoihoifua	110	9	9	6	adjective/verb	beautiful and well- proportioned
1240	hoka	110	4	4	2	verb	to ram; jab, poke, or strike with the tip of a rod; to stab; to harpoon (whales); to husk (coconuts)
1241	hoka'anga niu	110	12	11	6	noun	place where coconuts are husked
1242	hoko	110	4	4	2	noun	joint, junction; continuation
1243	hoku	110	4	4	2	pronoun	my
1244	hola	110	4	4	2	noun	fleeing; or a stowaway
1245	Holani	110	6	6	3	noun	Holland
1246	hole	110	4	4	2	verb	to wear or carry something thrown over the shoulder
1247	holi	110	4	4	2	verb	to want, desire, crave, wish for, lust or long for
1248	holisi	110	6	6	3	noun	wall (of a building)
1249	holo	110	4	4	2	noun	hall, passage
1250	holo'i	110	6	6	3	verb	to wipe up or wipe off
1251	holoholo	110	8	8	4	noun	handkerchief
1252	holoholo'anga	110	13	12	6	noun	door mat, mat for wiping one’s feet on
1253	holoki	110	6	6	3	verb	to pull down, demolish
1254	holomui	110	7	7	4	verb	to go backwards, to retrogress; (of an army) to fall back, retreat, retire, or withdraw
1255	homau	110	5	5	3	pronoun	ours (plural)
1256	homo	110	4	4	2	pronoun	your (dual)
1257	homohomo	110	8	8	4	verb	to be loose, inclined to slip out
1258	homou	110	5	5	3	pronoun	your (more than two persons)
1259	hona	110	4	4	2	pronoun	their (two persons)
1260	honau	110	5	5	3	pronoun	their, theirs (more than two persons)
1261	hongofulu	110	9	8	4	numeral	ten (10)
1262	hono	110	4	4	2	pronoun	his, her, its
1263	ho'atā	111	6	7	4	noun	noon, midday, middle of the day
1264	ho'o	111	4	4	2	pronoun	your (singular)
1265	ho'oku	111	6	6	3	pronoun	my, mine
1266	ho'omaua	111	8	8	5	pronoun	our, ours (dual)
1267	ho'omautolu	111	11	11	6	pronoun	our, ours (plural)
1268	ho'omo	111	6	6	3	pronoun	your (dual)
1269	ho'omou	111	7	7	4	pronoun	your (plural)
1270	ho'omoua	111	8	8	5	pronoun	your, yours (dual)
1271	ho'ona	111	6	6	3	pronoun	his, her, its
1272	ho'onaua	111	8	8	5	pronoun	their, theirs (dual)
1273	ho'onautolu	111	11	11	6	pronoun	their, theirs (plural)
1274	hoosi	111	5	5	3	noun	horse, mare
1275	ho'ota	111	6	6	3	pronoun	one's, my, mine
1276	ho'otaua	111	8	8	5	pronoun	our, ours (dual)
1277	ho'otautolu	111	11	11	6	pronoun	our, ours (plural)
1278	ho'ou	111	5	5	3	pronoun	your, yours (singular)
1279	hopa	111	4	4	2	noun	plantain with firm yellow flesh, short, thick, blunt-ended
1280	hopo	111	4	4	2	verb	to go to court, litigate
1281	hopo'anga la'ā	111	13	13	7	noun	place where the sun rises, east
1282	hopoate	111	7	7	4	noun	slave; person captured in war and made into a slave
1283	hopohopo	111	8	8	4	verb	to keep on jumping or skipping
1284	hopoki	111	6	6	3	verb	to go on board (a boat) as the first person to do so, and so to declare it ready for service
1285	hosana	111	6	6	3	interjection	hosanna
1286	hota	111	4	4	2	pronoun	our (dual)
1287	hotau	111	5	5	3	pronoun	our (plural)
1288	hoto	111	4	4	2	pronoun	one's, my
1289	hou	111	3	3	2	verb	(of the sea) to be agitated, rough - referring to water and wind at the same time; (of ones mind) to be agitated, upset, troubled, in turmoil; of one’s stomach, to be upset, qualmish, nauseated
1290	houa	111	4	4	3	noun	hour
1291	hou'eiki	111	8	8	5	noun	chiefs
1292	houhau	111	6	6	4	verb	regal for angry
1293	hounga	111	6	5	3	verb	to be a cause of gratitude to, to be appreciated by
1294	hū	111	2	3	2	verb	to enter, to go in; to pass through an entrance
1295	hua	111	3	3	2	verb	(of pigs) to root in the earth, to turn over the earth with the snout
1296	hua'i	111	5	5	3	verb	to pour out, empty out, throw out or away, spill
1297	huafa	111	5	5	3	noun	name (of king or queen)
1298	huelo	111	5	5	3	verb	ray, beam or shaft (of light)
1299	hūfaki	111	6	7	4	verb	to intercede for (in prayer)
1300	hūfanga	111	7	7	4	noun	refuge
1301	hūfia	111	5	6	4	verb	to make intercession or supplication for, to pray for
1302	huhu	111	4	4	2	noun	breast; udder
1303	huhua	111	5	5	3	verb	to pour out roughly or forcibly or without care
1304	huhulu	111	6	6	3	verb	to be luminous, to shine or be radiant (of a lamp, the moon etc.) 
1305	hū mai	112	5	6	4	verb	to come in or out (this way)
1306	hu'a	112	4	4	2	noun	the incoming tide
1307	hu'akau	112	7	7	4	noun	cow’s milk; milk
1308	hū'anga	112	7	7	4	noun	entrance, place of entry
1309	hu'u	112	4	4	2	verb	to have one’s head to or towards; or to head for (350) interesting, to like
1310	huhu toto	112	8	8	4	verb	to give or receive blood transfusion
1311	huhu'a	112	6	6	3	noun	juice, or any juice-like ligiid
1312	huhu'i	112	6	6	3	verb	to prick
1313	huhunu	112	6	6	3	noun/verb	chicken pox
1314	hui	112	3	3	2	adjective	(of a fish) bony
1315	hui-lalanga	112	10	9	5	noun	knitting needle, crochet needle; or darning needle
1316	hui-palalulu	112	11	11	6	noun	ribs
1317	hui-tu'a	112	7	7	4	noun	backbone
1318	hui-tuitui	112	9	9	6	noun	sewing needle
1319	huka	112	4	4	2	noun	hook
1320	huka'i	112	6	6	3	verb	to hook
1321	huke	112	4	4	2	verb	to lift the edge of (a mat, sheet, etc.); to draw back, turn back, fold back (curtain or screen); to hold up, tuck up, turn up, or roll up (dress or sleeve); to open (a book), to turn to (a page); to rummage about in (a box or its contents)
1322	hulohula	112	8	8	4	noun	dance, ball
1323	hulu	112	4	4	2	verb	to show a light, or to give light
1324	hulu'i	112	6	6	3	verb	to flash, to give light with; or to throw light on
1325	humu	112	4	4	2	verb	to stumble and fall
1326	hunuki	112	6	6	3	noun	stake, peg, in the ground
1327	huo	112	3	3	2	verb	to hoe, to clear of grass or weeds (with a spade or hoe)
1328	huo-kauvao	112	9	9	6	noun	sharpened stick used for husking coconuts or for digging
1329	husepāniti	112	10	11	6	noun	husband
1330	huufi	112	5	5	3	verb	to officially open (a building)
1331	ī	112	1	2	2	noun	fan
1332	ia	112	2	2	2	pronoun	him, he, her, she, it or (of inanimate objects) them, they
1333	ifi	112	3	3	2	verb	to blow with the mouth; to blow or blow into or play (a whistle or wind instrument); to blow up, inflate
1334	ifi pula	112	7	7	4	noun	to blow bubbles
1335	ifo	112	3	3	2	adjective/verb	tasty; interesting
1336	ifo'ia	112	6	6	4	noun	to find tasty or pleasant or
1337	ihu	112	3	3	2	noun	nose; trunk (elephant's)
1338	ihu-pe'e	112	7	7	4	noun	mucus in the nose or running from the nose
1339	iiki	112	4	4	3	adjective/verb	small, sometimes it means younger (dual & plural of si'i)
1340	ika	112	3	3	2	noun	fish
1341	iku	112	3	3	2	verb	to end, terminate, culminate; issue, result, finish up
1342	ikuna	112	5	5	3	noun	victory
1343	iku'anga	112	8	7	4	noun	end, ending, what it leads to, culmination, issue, final result or outcome
1344	ilifia	113	6	6	4	verb	to be afraid, to feel frightened
1345	inu	113	3	3	2	noun	drinking
1346	ipu	113	3	3	2	noun	cup, drinking glass
1347	ivi	113	3	3	2	noun	power, ability; influence
1348	ka	113	2	2	1	conjunction	and, whereupon; while, whereas; but, but instead, however whereas; but, but instead, however
1349	kā	113	2	3	2	noun	car, motor-car
1350	ka ha'u	113	6	6	3	adjective	which will come
1351	kae	113	3	3	2	conjunction	but
1352	kae 'oua ke	113	9	9	6	conjunction	until; unless
1353	kafa	113	4	4	2	noun	sennit (string or rope make of coconut fibre)
1354	kafu	113	4	4	2	noun	sheet or blanket or rug used to cover oneself
1355	kahoa	113	5	5	3	verb	to wear, or have on a necklace or garland
1356	kahokaho	113	8	8	4	noun	a kind of yam
1357	kahoki	113	6	6	3	noun	(roof) rafters; (wheel) spokes; (umbrella) ribs
1358	kai	113	3	3	2	noun	eating, meal; food
1359	kaiha'a	113	7	7	4	verb	to steal
1360	kaiha'asi	113	9	9	5	verb	to steal
1361	kaikai	113	6	6	4	verb	to eat, feed (of animals) medicine
1362	kaila	113	5	5	3	verb	to call out, to shout or scream
1363	kailao	113	6	6	4	noun	kind of war dance in which clubs are thrown up with a quick twisting motion
